0	0	0
1	0	1
2	0	2
3	0	3
4	0	4
5	0	5
6	0	6
7	0	7
8	0	8
9	0	9
10	0	10
11	0	11
12	0	12
13	0	13
14	0	14
15	0	15
16	0	16
17	0	17
18	0	18
19	0	19
20	0	20
21	0	21
22	0	22
23	0	23
24	0	24
25	0	25
26	0	26
27	0	27
28	0	28
29	0	29
30	0	30
31	0	31
32	0	32
33	0	33
34	0	34
35	0	35
36	0	36
37	0	37
38	0	38
39	0	39
40	0	40
41	0	41
42	0	42
43	0	43
44	0	44
45	0	45
46	0	46
47	0	47
48	0	48
49	0	49
0	1	64
1	1	65
2	1	66
3	1	67
4	1	68
5	1	69
6	1	70
7	1	71
8	1	72
9	1	73
10	1	74
11	1	75
12	1	76
13	1	77
14	1	78
15	1	79
16	1	80
17	1	81
18	1	82
19	1	83
20	1	84
21	1	85
22	1	86
23	1	87
24	1	88
25	1	89
26	1	90
27	1	91
28	1	92
29	1	93
30	1	94
31	1	95
32	1	96
33	1	97
34	1	98
35	1	99
36	1	100
37	1	101
38	1	102
39	1	103
40	1	104
41	1	105
42	1	106
43	1	107
44	1	108
45	1	109
46	1	110
47	1	111
48	1	112
49	1	113
0	2	128
1	2	129
2	2	130
3	2	131
4	2	132
5	2	133
6	2	134
7	2	135
8	2	136
9	2	137
10	2	138
11	2	139
12	2	140
13	2	141
14	2	142
15	2	143
16	2	144
17	2	145
18	2	146
19	2	147
20	2	148
21	2	149
22	2	150
23	2	151
24	2	152
25	2	153
26	2	154
27	2	155
28	2	156
29	2	157
30	2	158
31	2	159
32	2	160
33	2	161
34	2	162
35	2	163
36	2	164
37	2	165
38	2	166
39	2	167
40	2	168
41	2	169
42	2	170
43	2	171
44	2	172
45	2	173
46	2	174
47	2	175
48	2	176
49	2	177
0	3	192
1	3	193
2	3	194
3	3	195
4	3	196
5	3	197
6	3	198
7	3	199
8	3	200
9	3	201
10	3	202
11	3	203
12	3	204
13	3	205
14	3	206
15	3	207
16	3	208
17	3	209
18	3	210
19	3	211
20	3	212
21	3	213
22	3	214
23	3	215
24	3	216
25	3	217
26	3	218
27	3	219
28	3	220
29	3	221
30	3	222
31	3	223
32	3	224
33	3	225
34	3	226
35	3	227
36	3	228
37	3	229
38	3	230
39	3	231
40	3	232
41	3	233
42	3	234
43	3	235
44	3	236
45	3	237
46	3	238
47	3	239
48	3	240
49	3	241
0	4	256
1	4	257
2	4	258
3	4	259
4	4	260
5	4	261
6	4	262
7	4	263
8	4	264
9	4	265
10	4	266
11	4	267
12	4	268
13	4	269
14	4	270
15	4	271
16	4	272
17	4	273
18	4	274
19	4	275
20	4	276
21	4	277
22	4	278
23	4	279
24	4	280
25	4	281
26	4	282
27	4	283
28	4	284
29	4	285
30	4	286
31	4	287
32	4	288
33	4	289
34	4	290
35	4	291
36	4	292
37	4	293
38	4	294
39	4	295
40	4	296
41	4	297
42	4	298
43	4	299
44	4	300
45	4	301
46	4	302
47	4	303
48	4	304
49	4	305
0	5	320
1	5	321
2	5	322
3	5	323
4	5	324
5	5	325
6	5	326
7	5	327
8	5	328
9	5	329
10	5	330
11	5	331
12	5	332
13	5	333
14	5	334
15	5	335
16	5	336
17	5	337
18	5	338
19	5	339
20	5	340
21	5	341
22	5	342
23	5	343
24	5	344
25	5	345
26	5	346
27	5	347
28	5	348
29	5	349
30	5	350
31	5	351
32	5	352
33	5	353
34	5	354
35	5	355
36	5	356
37	5	357
38	5	358
39	5	359
40	5	360
41	5	361
42	5	362
43	5	363
44	5	364
45	5	365
46	5	366
47	5	367
48	5	368
49	5	369
0	6	384
1	6	385
2	6	386
3	6	387
4	6	388
5	6	389
6	6	390
7	6	391
8	6	392
9	6	393
